player,solo_tkl,ast_tkl,tot_tkl,tfl,tfl_yards,sacks,sack_yards,FF,FR,FR_yards,interceptions,pbu,blks,QBH,year,opponent
Bradley Burrows,2,5,7,0,0,0,0,0,1,0,0,0,0,0,2019,Lake Erie College
Corbin Kessler,2,3,5,1.0,8,1.0,8,0,0,0,0,1,0,0,2019,Lake Erie College
Hunter Merritt,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
A. Thompson,2,3,5,1.5,2,0.5,1,0,0,0,0,0,0,0,2019,Lake Erie College
Uwaila Omorogbe,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
A. Zacharyasz,1,2,3,1.0,2,1.0,2,1,0,0,0,0,0,0,2019,Lake Erie College
Jehrod Gregory,3,0,3,2.0,12,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Keith Brickman,3,0,3,0,0,0,0,0,1,5,0,0,0,0,2019,Lake Erie College
Matthew Hudson,0,3,3,0.5,1,0.5,1,0,0,0,0,0,0,0,2019,Lake Erie College
Jon LoChiatto,1,1,2,0,0,0,0,0,0,0,1-20,0,0,0,2019,Lake Erie College
Quinn Walsh,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Eljon Williams,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Dante Rodriguez,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Austin Hence,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Nick Altavilla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Marcus Placke,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Clay Waldron,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Ryan Funa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Quinn Lawless,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2019,Lake Erie College
Brendan Cole,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Lake Erie College
Myles Dumas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,Lake Erie College
Hunter Merritt,9,2,11,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
J. Tarasovitch,5,5,10,0,0,0,0,0,0,0,1-43,0,0,0,2019,Shepherd University
A. Thompson,5,4,9,2.0,2,1.0,1,0,0,0,0,0,0,0,2019,Shepherd University
Corbin Kessler,3,5,8,0.5,1,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Jon LoChiatto,4,3,7,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Joseph Scro,5,1,6,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Keith Brickman,4,1,5,0,0,0,0,0,0,0,0,2,0,0,2019,Shepherd University
A. Zacharyasz,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Jehrod Gregory,1,3,4,1.0,5,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Uwaila Omorogbe,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Cortez Watson,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
DaQuan Isom,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Eljon Williams,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
T. Zacharyasz,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Marcus Placke,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Bradley Burrows,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Cole Shuker,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Quinn Walsh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
RJ Tillman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Brendan Cole,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Shepherd University
Joseph Scro,5,3,8,0,0,0,0,1,0,0,0,0,0,1,2019,Bloomsburg University
Alex Zacharyasz,2,6,8,0.5,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Jake Tarasovitch,3,5,8,0,0,0,0,1,0,0,0,0,0,0,2019,Bloomsburg University
Corbin Kessler,2,4,6,0.5,1,0,0,0,1,0,0,1,0,0,2019,Bloomsburg University
Jacob Holl,4,2,6,2.0,15,2.0,15,0,0,0,0,0,0,0,2019,Bloomsburg University
Keith Brickman,4,1,5,1.0,3,0,0,0,0,0,0,1,0,0,2019,Bloomsburg University
"Ayron Thompson, Jr.",2,2,4,2.5,22,1.5,16,0,0,0,0,0,0,0,2019,Bloomsburg University
Thomas Zacharyasz,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Hunter Merritt,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Bradley Burrows,1,1,2,1.5,7,1.5,7,0,0,0,0,0,0,1,2019,Bloomsburg University
Jehrod Gregory,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Cole Shuker,1,1,2,0,0,0,0,0,0,0,0,1,0,0,2019,Bloomsburg University
Quinn Walsh,0,2,2,0.5,1,0.5,1,0,0,0,0,0,0,0,2019,Bloomsburg University
Tarrie Reese,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Quinn Lawless,1,1,2,0.5,2,0.5,2,0,0,0,0,0,0,0,2019,Bloomsburg University
Dylan Wall,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
RJ Tillman,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Nick Altavilla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Jon LoChiatto,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Clay Waldron,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Ryan Funa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Dustin Shoaf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Travis Sanders,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Bloomsburg University
Uwaila Omorogbe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,Bloomsburg University
Joseph Scro,3,5,8,0,0,0,0,0,1,55,0,0,0,0,2019,Indiana University of Pennsylvania
A. Zacharyasz,3,5,8,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
J. Tarasovitch,6,2,8,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Bradley Burrows,3,4,7,2.0,6,1.0,4,1,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
RJ Tillman,1,5,6,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Matthew Hudson,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Eljon Williams,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Corbin Kessler,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Cole Shuker,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Jacob Holl,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Myles Dumas,3,0,3,1.0,1,0,0,0,0,0,0,1,0,0,2019,Indiana University of Pennsylvania
Dante Rodriguez,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
T. Zacharyasz,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Keith Brickman,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Ryan Funa,1,1,2,1.0,1,0,0,1,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Grayson Taylor,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Tarrie Reese,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Quinn Lawless,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
Aubrey Leverich,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
A. Thompson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Indiana University of Pennsylvania
A. Zacharyasz,7,6,13,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Corbin Kessler,6,3,9,1.5,3,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
J. Tarasovitch,6,3,9,0.5,1,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Joseph Scro,2,3,5,0,0,0,0,0,0,0,1-18,0,0,0,2019,Slippery Rock University
Keith Brickman,4,1,5,1.0,3,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Ryan Funa,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Bradley Burrows,3,0,3,1.0,1,0,0,0,0,0,1-21,0,0,0,2019,Slippery Rock University
Jacob Holl,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Myles Dumas,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2019,Slippery Rock University
Cole Shuker,1,1,2,1.0,1,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Quinn Walsh,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Dylan Wall,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
A. Thompson,1,1,2,1.0,9,1.0,9,0,0,0,0,0,0,0,2019,Slippery Rock University
Travis Sanders,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Eljon Williams,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Hunter Merritt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Garrett Owens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Jason Armstrong,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Aubrey Leverich,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
RJ Tillman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Justin Hill Jr.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Stephen Klotz,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Matthew Hudson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Slippery Rock University
Jon LoChiatto,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,Slippery Rock University
Ryan Funa,4,5,9,1.0,3,0,0,0,0,0,1-0,0,0,0,2019,Edinboro University of Pennsylvania
A. Zacharyasz,4,4,8,0,0,0,0,0,0,0,0,1,0,0,2019,Edinboro University of Pennsylvania
Jon LoChiatto,4,0,4,1.0,6,0,0,0,0,0,1-19,0,0,0,2019,Edinboro University of Pennsylvania
Corbin Kessler,2,1,3,1.0,2,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Joseph Scro,0,3,3,0,0,0,0,0,0,0,1-80,0,0,0,2019,Edinboro University of Pennsylvania
J. Tarasovitch,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
A. Thompson,3,0,3,2.0,9,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Eljon Williams,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Hunter Merritt,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2019,Edinboro University of Pennsylvania
Bradley Burrows,1,1,2,1.0,2,0,0,0,0,0,0,1,0,0,2019,Edinboro University of Pennsylvania
Cole Shuker,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Tarrie Reese,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Uwaila Omorogbe,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
RJ Tillman,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Dante Rodriguez,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Diondre Cooper,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Brendan Cole,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
Keith Brickman,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2019,Edinboro University of Pennsylvania
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,Edinboro University of Pennsylvania
J. Tarasovitch,6,5,11,1.0,1,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
A. Zacharyasz,5,5,10,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Corbin Kessler,6,3,9,2.5,19,1.0,13,0,0,0,0,1,0,0,2019,Seton Hill University (Pa.)
Myles Dumas,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Hunter Merritt,3,2,5,1.0,2,0,0,0,0,0,0,1,0,0,2019,Seton Hill University (Pa.)
Jacob Holl,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Uwaila Omorogbe,1,4,5,0.5,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Joseph Scro,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Matthew Hudson,0,4,4,0.5,1,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Keith Brickman,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
A. Thompson,2,1,3,1.5,4,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Jon LoChiatto,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Nick Altavilla,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Bradley Burrows,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Cole Shuker,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Quinn Walsh,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Quinn Lawless,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2019,Seton Hill University (Pa.)
RJ Tillman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Brendan Cole,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Seton Hill University (Pa.)
Alex Zacharyasz,3,9,12,1.0,3,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Joseph Scro,5,4,9,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Jake Tarasovitch,3,6,9,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Corbin Kessler,1,6,7,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Uwaila Omorogbe,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Matthew Hudson,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Jon LoChiatto,1,3,4,0,0,0,0,0,0,0,0,2,0,0,2019,California University of Pennsylvania
Hunter Merritt,0,4,4,0,0,0,0,0,0,0,1-25,0,0,0,2019,California University of Pennsylvania
Bradley Burrows,2,1,3,1.0,4,1.0,4,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Jacob Holl,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
"Ayron Thompson, Jr.",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Eljon Williams,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Myles Dumas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Marcus Placke,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Clay Waldron,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Quinn Walsh,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Tarrie Reese,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
Jack Lambert,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
RJ Tillman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,California University of Pennsylvania
A. Zacharyasz,5,4,9,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Joseph Scro,2,5,7,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Eljon Williams,1,6,7,1.0,5,0.5,4,0,0,0,0,0,0,0,2019,Gannon University
Uwaila Omorogbe,1,5,6,1.0,1,0,0,0,0,0,0,0,0,0,2019,Gannon University
Corbin Kessler,5,0,5,3.0,9,0,0,0,0,0,0,2,0,0,2019,Gannon University
Bradley Burrows,3,2,5,2.0,9,2.0,9,1,0,0,0,0,0,0,2019,Gannon University
J. Tarasovitch,2,1,3,1.0,1,0,0,1,0,0,0,0,0,0,2019,Gannon University
Hunter Merritt,2,1,3,0,0,0,0,0,0,0,0,1,0,0,2019,Gannon University
Cole Shuker,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
A. Thompson,1,2,3,0.5,5,0.5,5,0,0,0,0,0,0,0,2019,Gannon University
Jon LoChiatto,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Cortez Watson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Marcus Placke,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
DaQuan Isom,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Keith Brickman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Jacob Holl,0,1,1,0.5,5,0.5,5,0,0,0,0,0,0,0,2019,Gannon University
Tarrie Reese,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Gannon University
Aubrey Leverich,0,1,1,0.5,4,0.5,4,0,0,0,0,0,0,0,2019,Gannon University
RJ Tillman,0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,2019,Gannon University
Myles Dumas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,Gannon University
A. Zacharyasz,4,4,8,0.5,2,0,0,0,0,0,0,0,0,1,2019,Clarion University
Keith Brickman,3,4,7,0,0,0,0,0,0,0,0,1,0,0,2019,Clarion University
Jacob Holl,3,3,6,0,0,0,0,0,1,37,0,1,0,0,2019,Clarion University
J. Tarasovitch,3,2,5,0.5,1,0,0,0,0,0,0,1,0,0,2019,Clarion University
Bradley Burrows,1,4,5,2.0,11,1.0,9,0,0,0,0,1,0,0,2019,Clarion University
Corbin Kessler,2,2,4,0,0,0,0,0,0,0,0,3,0,0,2019,Clarion University
Joseph Scro,2,2,4,1.0,2,0,0,0,0,0,0,0,0,1,2019,Clarion University
Jon LoChiatto,1,3,4,1.0,4,0,0,0,0,0,1-34,0,0,0,2019,Clarion University
Ryan Funa,3,1,4,0.5,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
RJ Tillman,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Hunter Merritt,0,3,3,0,0,0,0,0,0,0,2-88,0,0,0,2019,Clarion University
Aubrey Leverich,1,2,3,0.5,2,0.5,2,0,0,0,0,0,0,0,2019,Clarion University
A. Thompson,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Uwaila Omorogbe,1,2,3,0.5,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Eljon Williams,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2019,Clarion University
DaQuan Isom,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Cole Shuker,1,1,2,0.5,3,0.5,3,0,0,0,0,0,0,0,2019,Clarion University
Tarrie Reese,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Matthew Hudson,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Brendan Cole,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Myles Dumas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Quinn Walsh,1,0,1,1.0,8,1.0,8,0,0,0,0,0,0,0,2019,Clarion University
Harris Williams,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Clarion University
Quinn Lawless,0,1,1,0,0,0,0,0,0,0,1-5,0,1,0,2019,Clarion University
Joseph Scro,5,5,10,1.0,2,0,0,0,0,0,0,0,0,1,2019,Millersville University
Alex Zacharyasz,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
Uwaila Omorogbe,3,3,6,0,0,0,0,1,0,0,0,0,0,0,2019,Millersville University
Corbin Kessler,1,2,3,0,0,0,0,0,1,0,0,0,0,0,2019,Millersville University
Jake Tarasovitch,1,2,3,0,0,0,0,0,0,0,1-5,0,0,0,2019,Millersville University
Bradley Burrows,2,1,3,1.0,7,1.0,7,1,0,0,0,0,0,0,2019,Millersville University
Tarrie Reese,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
Cole Shuker,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
Quinn Walsh,2,0,2,1.0,9,1.0,9,0,1,0,0,0,0,0,2019,Millersville University
Nick Altavilla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
Jon LoChiatto,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
DaQuan Isom,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
Keith Brickman,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2019,Millersville University
Aubrey Leverich,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
"Ayron Thompson, Jr.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
RJ Tillman,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019,Millersville University
Matthew Hudson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,Millersville University
"Burrows,Bradley",5,5,10,4.0,23,4.0,23,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Zacharyasz,Thomas",1,4,5,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Funa,Ryan",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Gregory,Jehrod",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Holl,Jacob",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Allen,John",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Tillman,RJ",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Brickman,Keith",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Smith,Rondale",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Impavido,Joe",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Mallis,Max",1,1,2,1.0,5,1.0,5,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Rodriguez,Dante",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Barmore,Cameron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Williams,Harris",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Ferretti,Dillon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Thompson,Ayron",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Taylor,Christian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Banas,Sean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Alderson Broaddus University
"Holl,Jacob",4,4,8,2.0,5,1.0,4,0,0,0,0,0,0,0,2021,West Chester
"Zacharyasz,Thomas",1,6,7,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Funa,Ryan",2,5,7,0,0,0,0,0,0,0,1-38,0,0,0,2021,West Chester
"Brickman,Keith",2,3,5,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Wall,Dylan",3,2,5,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Helsley,Zack",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Impavido,Joe",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Williams,Harris",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Mallis,Max",0,3,3,0.5,1,0,0,0,0,0,0,0,0,0,2021,West Chester
"Hill,Zach",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Burrows,Bradley",0,2,2,0,0,0,0,0,0,0,0,1,0,0,2021,West Chester
"Laughlin,Erik",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Washington,Dakarai",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Thompson,Ayron",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Taylor,Christian",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"White,Camden",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Rodriguez,Dante",0,1,1,0,0,0,0,0,0,0,0,0,0,1,2021,West Chester
"Armstrong,Jason",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Wright,Marquis",0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Gregory,Jehrod",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Valle-Smith,Jaquaivis",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Rodriguez,Ayron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Ferretti,Dillon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Greller,Will",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,West Chester
Jacob Holl,3,6,9,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Dak. Washington,4,4,8,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Tho. Zacharyasz,4,2,6,1.0,1,0,0,0,1,0,0,0,0,0,2021,East Stroudsburg
Joe Impavido,5,1,6,1.0,3,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Harris Williams,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Ryan Funa,3,0,3,0,0,0,0,0,0,0,0,2,0,0,2021,East Stroudsburg
