player,solo_tkl,ast_tkl,tot_tkl,tfl,tfl_yards,sacks,sack_yards,FF,FR,FR_yards,interceptions,pbu,blks,QBH,year,opponent
"Lewis,Adrian",1,0,1,1.0,4,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Dombkowski,Joe",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Urena,Austin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Elliot,Gregory",1,0,1,0,0,0,0,0,0,0,1-0,0,0,0,2023,Seton Hill University
"Benedict,Tyler",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Buterbaugh, Tyl",6,5,11,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Helsley, Zack",6,2,8,0,0,0,0,0,0,0,1-30,0,0,0,2023,RVShepherd University
"Burchard, Sam",6,0,6,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Mullins, Jerome",4,2,6,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Hill, Zach",2,3,5,0,0,0,0,0,0,0,0,1,0,0,2023,RVShepherd University
"Ferretti, Dillo",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"McGhee, Dominic",4,0,4,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Banks, Damon",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Novitski, Nevan",2,0,2,0,0,0,0,1,1,0,0,0,0,0,2023,RVShepherd University
"Binakonsky, Eli",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"White, Camden",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Malis, Max",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Urena, Austin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Taylor, Christi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Beattie, Griffi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Royal, James",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVShepherd University
"Pappas, Mike",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,RVShepherd University
"Buterbaugh,Tyler",3,5,8,1.0,3,0,0,0,1,0,0,1,0,0,2024,Wheeling University
"Thomas,Will",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Hill,Zach",1,5,6,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Helsley,Zack",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Leavell,Jeff",1,3,4,0.5,1,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Ferretti,Dillon",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"White,Camden",2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Mackey,Anthony",2,1,3,0,0,0,0,0,0,0,0,2,0,0,2024,Wheeling University
"Laing,Kyler",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Mitchell,Jason",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Banks,Damon",1,1,2,0.5,1,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Royal,James",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Graham,Elijah",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Novitski,Nevan",1,0,1,1.0,0,1.0,0,0,0,0,0,0,0,0,2024,Wheeling University
"McGhee,Dominic",0,1,1,0,0,0,0,0,0,0,0,2,0,0,2024,Wheeling University
"King,Jonas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Hill,Jaiden",1,0,1,0,0,0,0,1,0,0,0,1,0,0,2024,Wheeling University
"Lewis,Adrian",1,0,1,1.0,5,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Urena,Adam",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Wright,Travell",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Pytlak,Russell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Davis,Earnest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Trobel,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Wheeling University
"Beckwith,Braylon",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,Wheeling University
"Hill,Zach",5,3,8,0,0,0,0,0,0,0,0,1,0,0,2024,Howard University
"Helsley,Zack",2,5,7,1.0,1,0,0,0,0,0,0,0,0,0,2024,Howard University
"Novitski,Nevan",5,2,7,0,0,0,0,0,1,0,0,0,0,0,2024,Howard University
"Buterbaugh,Tyler",5,1,6,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Ferretti,Dillon",5,1,6,1.0,1,0,0,0,0,0,0,0,0,0,2024,Howard University
"Leavell,Jeff",2,4,6,1.0,3,0,0,0,0,0,0,0,0,0,2024,Howard University
"Thomas,Will",2,3,5,0.5,1,0,0,0,0,0,0,0,0,0,2024,Howard University
"Graham,Elijah",2,2,4,0,0,0,0,1,0,0,0,0,1,0,2024,Howard University
"King,Jonas",3,1,4,1.5,7,0,0,0,0,0,0,1,0,2,2024,Howard University
"Mackey,Anthony",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Malis,Max",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"McGhee,Dominic",2,1,3,0,0,0,0,0,0,0,0,1,0,0,2024,Howard University
"White,Camden",2,1,3,1.0,10,1.0,10,0,0,0,0,0,0,1,2024,Howard University
"Lewis,Adrian",1,1,2,0,0,0,0,0,0,0,0,0,0,1,2024,Howard University
"Royal,James",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Banks,Damon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Beckwith,Braylon",1,0,1,0,0,0,0,0,0,0,0,1,0,0,2024,Howard University
"Scharriter,Colin",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Wright,Travell",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Davis,Earnest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Pytlak,Russell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Trobel,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Howard University
"Buterbaugh,Tyler",4,6,10,0.5,3,0,0,0,0,0,0,1,0,0,2024,Robert Morris University
"Helsley,Zack",3,6,9,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Thomas,Will",5,1,6,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Laing,Kyler",3,3,6,1.0,6,0.5,4,0,0,0,1-30,0,0,1,2024,Robert Morris University
"Graham,Elijah",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Mackey,Anthony",4,0,4,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Hill,Zach",0,4,4,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Ferretti,Dillon",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Leavell,Jeff",2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Humphries,Josh",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Wright,Travell",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Binakonsky,Elijah",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Marshall,Adonis",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Malis,Max",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Barmore,Cameron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Banks,Damon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"McGhee,Dominic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Scharriter,Colin",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Benedict,Tyler",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Carter,Patrick",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"White,Camden",0,1,1,0.5,4,0.5,4,0,0,0,0,0,0,0,2024,Robert Morris University
"Royal,James",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
TEAM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Davis,Earnest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Robert Morris University
"Buterbaugh,Tyler",8,2,10,1.0,4,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Mackey,Anthony",4,4,8,1.0,5,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Hill,Zach",4,3,7,0,0,0,0,1,0,0,0,0,0,0,2024,Montana State University
"Helsley,Zack",4,2,6,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Graham,Elijah",2,1,3,0,0,0,0,0,0,0,0,1,0,0,2024,Montana State University
"Marshall,Adonis",2,1,3,0,0,0,0,0,1,43,0,0,0,0,2024,Montana State University
"Beckwith,Braylon",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"White,Camden",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Ferretti,Dillon",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Banks,Damon",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"King,Jonas",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Thomas,Will",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Scharriter,Colin",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Malis,Max",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Lewis,Adrian",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Humphries,Josh",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Leavell,Jeff",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Burchard,Sam",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Binakonsky,Elijah",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Davis,Chaz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Kerbacher,Joe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Hill,Jaiden",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,Montana State University
"Urena,Adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Null,Collin",0,0,0,0,0,0,0,0,0,06,0,0,0,0,2024,Montana State University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Montana State University
"Hill,Zach",3,7,10,0.5,1,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Helsley,Zack",4,5,9,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"White,Camden",4,3,7,1.5,2,0,0,0,0,0,0,0,0,1,2024,Frostburg State University
"Malis,Max",1,5,6,0.5,1,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Thomas,Will",1,5,6,0,0,0,0,0,0,0,0,1,0,0,2024,Frostburg State University
"Buterbaugh,Tyler",2,3,5,1.0,3,0,0,0,0,0,1-30,0,0,0,2024,Frostburg State University
"Beckwith,Braylon",1,3,4,0.5,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Royal,James",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Mackey,Anthony",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Ferretti,Dillon",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"King,Jonas",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"McGhee,Dominic",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Leavell,Jeff",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Marshall,Adonis",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Humphries,Josh",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Hill,Jaiden",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Novitski,Nevan",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Mullins,Jerome",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Banks,Damon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Lewis,Adrian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Huguely,Keon'te",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Wright,Travell",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Scharriter,Colin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Hawkins Jr.,Mark",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Trobel,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Davis,Chaz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Frostburg State University
"Helsley,Zack",4,4,8,1.0,7,0,0,0,0,0,0,2,0,0,2024,Buffalo State
"Hill,Zach",1,5,6,1.5,5,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Buterbaugh,Tyler",4,1,5,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Leavell,Jeff",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Royal,James",3,1,4,1.0,8,1.0,8,0,0,0,0,0,0,0,2024,Buffalo State
"Banks,Damon",1,2,3,0.5,1,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Mullins,Jerome",2,1,3,0,0,0,0,0,0,0,0,1,0,0,2024,Buffalo State
"Thomas,Will",0,3,3,0,0,0,0,0,0,0,1-9,0,0,0,2024,Buffalo State
"White,Camden",2,1,3,1.0,6,1.0,6,1,0,0,0,0,0,1,2024,Buffalo State
"Wright,Travell",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Carter,Patrick",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Ferretti,Dillon",2,0,2,1.0,4,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Lewis,Adrian",2,0,2,2.0,4,2.0,4,0,0,0,0,0,0,0,2024,Buffalo State
"Beckwith,Braylon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Cobb Jr.,Corey",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Fitzgerald,Deveyon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Gevaudan,Alex",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Hawkins Jr.,Mark",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Jones,Payton",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"King,Jonas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Malis,Max",1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Marshall,Adonis",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Washington,Broderick",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Black,Braydon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Davis,Chaz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Grabowsky,Blaze",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,Buffalo State
"Huguely,Keon'te",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,Buffalo State
"Jordan,Anez",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,Buffalo State
"Mallett,Keonn",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,Buffalo State
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Urena,Austin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Buffalo State
"Buterbaugh,Tyler",7,10,17,0.5,1,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Helsley,Zack",3,6,9,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Mackey,Anthony",5,3,8,0,0,0,0,0,1,0,0,0,0,0,2024,Central Connecticut State University
"Hill,Zach",2,6,8,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"King,Jonas",4,1,5,2.0,5,1.0,4,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Thomas,Will",2,3,5,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Graham,Elijah",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"McGhee,Dominic",2,2,4,1.0,3,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Lewis,Adrian",3,1,4,1.0,1,0,0,1,0,0,0,0,0,0,2024,Central Connecticut State University
"Beckwith,Braylon",1,2,3,0.5,1,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Novitski,Nevan",0,2,2,0,0,0,0,0,0,0,0,0,0,1,2024,Central Connecticut State University
"White,Camden",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Royal,James",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Malis,Max",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Banks,Damon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Davison,Rylan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Hill,Jaiden",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Wright,Travell",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Trobel,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Urena,Adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Central Connecticut State University
"Hill,Zach",2,6,8,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Graham,Elijah",4,1,5,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Banks,Damon",4,1,5,2.0,2,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Thomas,Will",3,2,5,1.0,1,0,0,0,0,0,0,0,0,1,2024,Sacred Heart University
"Buterbaugh,Tyler",2,3,5,1.0,2,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Helsley,Zack",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Mackey,Anthony",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"McGhee,Dominic",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Lewis,Adrian",2,1,3,0,0,0,0,0,1,0,0,0,0,0,2024,Sacred Heart University
"King,Jonas",1,1,2,0,0,0,0,0,0,0,0,0,0,1,2024,Sacred Heart University
"Beckwith,Braylon",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Carter,Patrick",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"White,Camden",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Royal,James",2,0,2,1.0,2,0,0,1,0,0,0,0,0,0,2024,Sacred Heart University
"Urena,Austin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"McAndrews,Ramon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Black,Braydon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Urena,Adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Sacred Heart University
"Hill,Zach",2,4,6,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Mackey,Anthony",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Hill,Jaiden",3,1,4,0,0,0,0,0,0,0,0,1,0,0,2024,Duquesne University
"Binakonsky,Elijah",2,2,4,1.5,2,0,0,0,0,0,0,1,0,0,2024,Duquesne University
"White,Camden",3,1,4,0,0,0,0,0,0,0,0,0,0,1,2024,Duquesne University
"Banks,Damon",1,2,3,0.5,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Benedict,Tyler",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Marshall,Adonis",2,1,3,0,0,0,0,0,0,0,0,1,0,0,2024,Duquesne University
"Beckwith,Braylon",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Helsley,Zack",1,1,2,0,0,0,0,0,0,0,0,1,0,0,2024,Duquesne University
"Novitski,Nevan",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Buterbaugh,Tyler",1,1,2,0,0,0,0,0,1,0,0,0,0,0,2024,Duquesne University
"Ferretti,Dillon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Rodriguez,Ayron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Lewis,Adrian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Huguely,Keon'te",1,0,1,0,0,0,0,0,0,0,1-18,0,0,0,2024,Duquesne University
"Jordan,Anez",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Lin,Aidan",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"McAndrews,Ramon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Van Dyke,Evan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Royal,James",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Black,Braydon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Duquesne University
"Ferretti,Dillon",2,2,4,1.0,7,1.0,7,0,0,0,0,0,0,0,2024,Lincoln University
"Binakonsky,Elijah",4,0,4,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Hawkins Jr.,Mark",2,1,3,0,0,0,0,0,0,0,1-0,0,0,0,2024,Lincoln University
"Beckwith,Braylon",2,1,3,0,0,0,0,0,0,0,1-0,0,0,0,2024,Lincoln University
"Mackey,Anthony",1,1,2,0,0,0,0,0,0,0,0,1,0,0,2024,Lincoln University
"Banks,Damon",2,0,2,1.0,5,1.0,5,0,0,0,0,0,0,0,2024,Lincoln University
"Helsley,Zack",2,0,2,1.0,2,0,0,1,1,0,1-0,0,0,0,2024,Lincoln University
"Huguely,Keon'te",1,1,2,0,0,0,0,0,0,0,1-0,0,0,0,2024,Lincoln University
"Wright,Travell",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Novitski,Nevan",2,0,2,0,0,0,0,0,0,0,0,1,0,0,2024,Lincoln University
"Burchard,Sam",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Hill,Zach",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Royal,James",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"McGhee,Dominic",1,0,1,0,0,0,0,0,0,0,1-0,0,0,0,2024,Lincoln University
"Lewis,Adrian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Hill,Jaiden",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Dlugos,Daniel",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Mullins,Jerome",1,0,1,0,0,0,0,0,0,0,2-26,2,0,0,2024,Lincoln University
"Benedict,Tyler",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Askew,Jordan",0,1,1,0,0,0,0,0,0,0,0,0,1,0,2024,Lincoln University
"Bridges,Camariyon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Cobb Jr.,Corey",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"McAndrews,Ramon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Williams,Nicholas",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"White,Camden",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Foliaki,Roland",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Trobel,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
"King,Jonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Lincoln University
