#,Name,GP,NO,SOLO,ASST,TOT,TFL-YDS,SACKS-YDS,INT,BU,QBH,FR,FF,KICK,SAF,Year
33,"33 McGee, Aaron",11,,27,41,68.0,4.0-19,2.0-15,1,1,0,0,1,0,0,2012
10,"10 Polson, Keith",11,,32,28,60.0,0-0,0-0,0,1,0,0,0,0,0,2012
55,"55 Galich, Dustin",8,,20,35,55.0,6.0-20,3.0-15,0,1,0,2,0,0,0,2012
30,"30 Jackson, Nick",11,,18,32,50.0,5.0-19,2.5-11,1,1,0,0,1,0,0,2012
21,"21 Stevens, L.J.",10,,23,26,49.0,4.0-11,1.0-7,2,3,0,2,0,0,0,2012
84,"84 Hyland, Matt",11,,10,34,44.0,7.5-19,4.0-12,0,0,0,0,0,0,0,2012
20,"20 Wingate, Todd",11,,24,20,44.0,3.0-8,0-0,0,4,0,1,2,0,0,2012
38,"38 Behm, Pat",11,,20,23,43.0,3.5-11,1.5-6,0,2,0,1,1,0,0,2012
52,"52 Otto, Niko",11,,12,28,40.0,3.5-10,1.5-6,0,1,0,0,1,0,0,2012
90,"90 Augustin, Serge",11,,13,20,33.0,13.0-56,8.0-40,0,0,0,0,1,0,0,2012
3,"3 Huggins, Deonte",11,,19,11,30.0,4.0-14,0-0,1,5,0,0,0,0,0,2012
37,"37 Foster, Michael",11,,15,13,28.0,2.0-4,0-0,0,6,0,0,0,0,0,2012
27,"27 Robinson, Linnell",11,,19,6,25.0,0.5-1,0-0,3,8,0,1,2,0,0,2012
11,"11 Brown, Mike",11,,13,9,22.0,0.5-1,0-0,0,2,0,1,0,0,0,2012
2,"2 Davis, Aunre'",8,,14,8,22.0,0.5-1,0-0,0,4,0,0,0,0,0,2012
42,"42 Haraczy, Bobby",11,,7,13,20.0,1.0-1,0-0,0,1,0,0,0,0,0,2012
26,"26 Kimball, Colin",10,,14,6,20.0,1.0-1,0-0,0,4,0,0,0,0,0,2012
54,"54 Latimer, T.J.",11,,12,8,20.0,0-0,0-0,0,0,0,1,0,1,1,2012
45,"45 Wild, Garrett",11,,10,10,20.0,1.5-3,0-0,0,1,0,1,1,0,0,2012
47,"47 Hansford, Curtis",10,,5,11,16.0,3.0-18,0.5-3,0,0,0,0,0,0,0,2012
31,"31 Oduho, Martin",8,,5,7,12.0,0-0,0-0,0,0,0,0,1,0,0,2012
22,"22 Mathews, Ricky",11,,5,6,11.0,2.0-11,2.0-11,0,0,0,0,0,0,0,2012
95,"95 Craig, Jr., Sascha",5,,3,7,10.0,0.5-2,0.5-2,0,0,0,0,0,0,0,2012
92,"92 Houston, Tyler",7,,4,6,10.0,0.5-2,0.5-2,0,0,0,0,0,0,0,2012
28,"28 Lyle, Chris",11,,5,4,9.0,0-0,0-0,0,0,0,0,1,1,0,2012
7,"7 Rock, Vladmir",11,,6,2,8.0,0-0,0-0,0,0,0,0,0,2,0,2012
43,"43 Dever, Joe",9,,6,1,7.0,3.0-10,0-0,0,0,0,0,0,0,0,2012
23,"23 Harold, Josh",11,,4,1,5.0,0-0,0-0,0,0,0,0,0,0,0,2012
53,"53 Kurpakus, Nick",9,,3,2,5.0,0-0,0-0,0,0,0,0,0,0,0,2012
60,"60 Poropat, Kevin",11,,0,3,3.0,0.5-0,0-0,0,0,0,0,0,0,0,2012
75,"75 Dawson, Tyler",11,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2012
34,"34 Gallop, Leon",11,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2012
50,"50 Baronner, Jeremy",4,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
40,"40 Groene, Jeff",7,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
8,"8 Ii, Allen jones",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
9,"9 Lumpkin, Ozzie",8,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
80,"80 Molle', Matt",1,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
35,"35 Teal, Danny",2,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
97,"97 Wakefield, Steven",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
85,"85 Williams, Jaquan",4,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
17,"17 Woods, Devyn",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
81,"81 Yarbrough, Steve",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2012
29,"29 Stewart, Tevin",3,,0,0,0,0-0,0-0,1,0,0,0,0,0,0,2012
38,"38 Behm, Pat",11,,48,23,71.0,2.0-7,0-0,1,1,1,0,1,0,0,2013
55,"55 Galich, Dustin",11,,30,28,58.0,12.5-37,4.0-21,0,1,3,0,1,0,0,2013
43,"43 Dever, Joe",11,,36,20,56.0,7.0-27,2.0-16,0,0,3,4,2,0,0,2013
21,"21 Foster, Michael",11,,38,18,56.0,1.0-3,0-0,0,4,0,0,0,1,0,2013
26,"26 Kimball, Colin",11,,35,21,56.0,3.0-14,0-0,6,4,0,0,0,0,0,2013
52,"52 Otto, Niko",10,,30,24,54.0,3.0-7,1.0-3,0,2,0,0,1,0,0,2013
45,"45 Wild, Garrett",11,,23,19,42.0,3.5-12,1.0-4,1,3,0,0,1,2,0,2013
2,"2 Davis, Aunre'",9,,24,7,31.0,0-0,0-0,1,6,0,0,0,0,0,2013
90,"90 Augustin, Serge",10,,18,10,28.0,10.0-32,5.0-25,0,0,3,0,2,1,0,2013
60,"60 Carroll, Ryan",11,,20,4,24.0,8.0-19,2.0-11,0,0,1,0,0,0,0,2013
84,"84 Hyland, Matt",11,,14,9,23.0,4.0-11,2.0-7,0,0,0,0,0,0,0,2013
22,"22 Mathews, Ricky",11,,17,6,23.0,1.0-12,1.0-12,0,1,2,1,2,0,0,2013
23,"23 Stewart, Tevin",11,,16,6,22.0,0-0,0-0,1,1,0,1,0,0,0,2013
10,"10 Polson, Keith",9,,18,3,21.0,2.0-5,0-0,0,0,0,0,0,0,0,2013
27,"K robinson jr
                                    27 K robinson jr",10,,13,7,20.0,0-0,0-0,0,6,0,0,0,0,0,2013
11,"11 Brown, Mike",10,,15,5,20.0,4.5-19,1.0-8,2,0,0,0,1,0,0,2013
32,"32 Williams, Vishawn",9,,12,8,20.0,3.5-15,1.0-7,0,0,0,0,0,0,0,2013
1,"1 Huggins, Deonte",7,,16,3,19.0,2.0-6,0-0,3,3,0,0,1,0,0,2013
48,"48 Latimer, T.J.",11,,9,7,16.0,0-0,0-0,0,0,0,0,0,0,0,2013
92,"92 Abercrombie, Benji",11,,5,6,11.0,1.0-2,0-0,0,1,0,0,0,0,0,2013
57,"57 Dolegala, Jarrett",10,,8,3,11.0,0-0,0-0,0,1,0,0,0,0,0,2013
47,"47 Hansford, Curtis",10,,6,5,11.0,2.0-13,2.0-13,0,0,2,0,0,0,0,2013
53,"53 Kurpakus, Nick",9,,8,2,10.0,2.0-6,0-0,0,0,0,0,0,0,0,2013
56,"56 Powell, Sean",4,,4,6,10.0,0-0,0.5-0,0,0,0,0,0,0,0,2013
42,"42 Haraczy, Bobby",8,,5,4,9.0,0-0,0-0,0,0,0,0,0,0,0,2013
29,"29 Stevens, Dorian",8,,7,2,9.0,0-0,0-0,0,1,0,0,0,0,0,2013
8,"8 Ii, Allen jones",10,,7,0,7.0,0-0,0-0,0,0,0,0,0,0,0,2013
8,"8 Jones II, Allen",10,,7,0,7.0,0-0,0-0,0,0,0,0,0,0,0,2013
7,"7 Rock, Vladmir",11,,5,2,7.0,0-0,0-0,0,0,0,0,0,0,0,2013
37,"37 Cromwell, Rafiyq",3,,2,1,3.0,0-0,0-0,0,0,0,0,0,0,0,2013
17,"17 Williams, Jaquan",11,,2,1,3.0,0-0,0-0,0,0,0,0,0,0,0,2013
83,"83 Bongiorni, Dylan",11,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2013
78,"78 Green, Jake",11,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2013
48,"48 J. latimer, T",1,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2013
28,"28 Lyle, Chris",6,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2013
44,"44 Natter, Bruno",3,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2013
14,"14 Robinson, Drew",7,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2013
15,"15 Snipes, Marcus",8,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2013
97,"97 Wakefield, Steven",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2013
81,"81 Yarbrough, Stephen",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2013
TM,"Team
                                    TM Team",9,,0,0,0,0-0,0-0,0,0,0,0,0,0,2,2013
43,"43 Dever, Joe",10,,40,21,61.0,8.0-19,0-0,0,5,1,0,0,0,0,2014
21,"21 Foster, Michael",10,,45,14,59.0,2.5-10,1.0-5,1,4,0,1,1,0,0,2014
26,"26 Kimball, Colin",10,,50,8,58.0,3.5-5,0-0,5,3,0,0,0,0,0,2014
2,"2 K. robinson, Jr",10,,38,9,47.0,1.5-2,0-0,1,4,0,0,0,0,0,2014
45,"45 Wild, Garrett",10,,33,8,41.0,2.5-8,0-0,1,2,0,0,0,2,0,2014
38,"38 Behm, Pat",10,,22,18,40.0,3.0-4,0-0,0,1,3,1,0,1,0,2014
39,"39 Slonac, Nick",10,,24,14,38.0,6.0-14,1.0-8,0,2,0,0,0,0,0,2014
1,"1 Huggins, Deonte",10,,28,8,36.0,1.0-3,0-0,0,7,0,0,0,1,0,2014
47,"47 Hansford, Curtis",10,,23,12,35.0,4.0-11,1.0-6,0,0,1,0,1,0,0,2014
11,"11 Williams, Vishawn",10,,25,5,30.0,3.0-6,1.0-1,1,1,1,0,1,0,0,2014
29,"29 Stevens, Dorian",10,,18,9,27.0,0-0,0-0,1,1,0,0,1,0,0,2014
92,"92 Abercrombie, Benji",10,,19,6,25.0,1.0-3,0-0,0,0,2,0,1,0,0,2014
53,"53 Kurpakus, Nick",10,,14,8,22.0,4.0-31,2.0-25,0,0,1,1,1,2,0,2014
52,"52 Plonski, Jakob",10,,11,7,18.0,1.0-2,0-0,1,1,1,0,0,0,0,2014
44,"44 Natter, Bruno",8,,12,4,16.0,0-0,0-0,0,0,0,1,0,0,0,2014
50,"50 Golinello, Frank",7,,10,5,15.0,0-0,0-0,0,0,0,0,1,0,0,2014
8,"8 Smith, Alex",9,,12,3,15.0,0-0,0-0,0,1,0,0,0,0,0,2014
94,"94 Wright, Jazz",10,,14,1,15.0,1.0-8,1.0-8,0,0,0,0,0,0,0,2014
96,"96 Karasek, James",7,,11,2,13.0,0-0,0-0,0,0,0,0,0,1,0,2014
10,"10 Polson, Keith",7,,8,5,13.0,1.0-2,0-0,0,0,0,0,0,0,0,2014
95,"95 Gonzalez, Michael",10,,12,0,12.0,2.0-7,1.0-6,0,0,1,0,1,0,0,2014
4,"4 Stewart, Tevin",10,,11,1,12.0,0-0,0-0,1,3,0,0,0,0,0,2014
31,"31 Iii, T higgins",10,,5,4,9.0,0-0,0-0,0,0,0,0,0,0,0,2014
48,"48 Latimer, T.J.",9,,5,3,8.0,0-0,0-0,0,0,0,0,0,0,0,2014
75,"75 Brooks, Austin",7,,5,2,7.0,1.0-4,1.0-4,0,0,0,0,0,0,0,2014
60,"60 Carroll, Ryan",4,,2,4,6.0,0-0,0-0,0,0,0,0,0,0,0,2014
23,"23 Owens, Rocky",10,,3,2,5.0,0-0,0-0,0,0,0,0,0,0,0,2014
71,"71 Benjamin, Darrell",4,,1,3,4.0,0-0,0-0,0,0,0,0,0,0,0,2014
83,"83 Bongiorni, Dylan",10,,4,0,4.0,0-0,0-0,0,0,0,0,0,0,0,2014
27,"27 Robinson, Drew",10,,2,2,4.0,0-0,0-0,0,0,0,0,0,0,0,2014
93,"93 Kondis, Dylan",10,,3,0,3.0,0-0,0-0,0,0,0,1,0,0,0,2014
88,"88 Miller, Andrew",8,,1,2,3.0,0-0,0-0,0,0,0,0,0,0,0,2014
20,"20 Oduho, Martin",6,,1,2,3.0,0-0,0-0,0,1,0,0,0,0,0,2014
3,"3 Briggs, Kyle",8,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2014
16,"16 Emerick, Zach",7,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2014
81,"81 Yarbrough, Stephen",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2014
22,"22 Ellis, Tarique",11,,77,25,102.0,2.5-14,1.0-9,0,4,0,1,0,0,0,2015
43,"43 Dever, Joe",11,,50,37,87.0,6.0-10,0.5-0,2,3,0,0,1,0,0,2015
44,"44 Natter, Bruno",11,,37,33,70.0,1.0-1,0-0,0,0,0,0,0,0,0,2015
52,"52 Plonski, Jakob",7,,33,17,50.0,5.0-20,0-0,0,0,1,1,0,1,0,2015
29,"29 Stevens, Dorian",11,,34,16,50.0,1.0-3,0-0,4,2,0,1,1,0,0,2015
2,"2 K. robinson, Jr",10,,33,15,48.0,0-0,0-0,1,4,0,0,0,0,0,2015
25,"25 Owens, Rocky",10,,25,14,39.0,3.0-18,1.0-11,0,0,0,0,0,1,0,2015
4,"4 Stewart, Tevin",11,,30,8,38.0,0-0,0-0,5,7,0,1,0,0,0,2015
92,"92 Abercrombie, Benji",11,,20,17,37.0,8.5-29,3.0-18,0,0,2,0,0,0,0,2015
96,"96 Karasek, James",11,,22,13,35.0,6.5-14,1.0-6,0,4,2,0,0,0,0,2015
31,"31 Iii, T higgins",11,,14,10,24.0,1.0-1,0-0,0,0,1,0,1,0,0,2015
50,"50 Drew, Austin",10,,11,11,22.0,2.0-9,0-0,0,0,4,0,0,0,0,2015
60,"60 Carroll, Ryan",11,,9,12,21.0,2.0-2,0-0,0,0,3,0,0,1,0,2015
91,"91 Blackston, T",11,,10,9,19.0,2.0-5,0-0,0,0,3,0,0,0,0,2015
12,"12 Redwood, Dante",11,,12,6,18.0,1.5-2,0-0,0,2,0,0,0,2,0,2015
75,"75 Brooks, Austin",9,,8,8,16.0,2.5-6,1.0-5,0,1,1,0,0,0,0,2015
3,"3 Briggs, Kyle",11,,10,3,13.0,0-0,0-0,0,2,0,0,0,0,0,2015
6,"6 Young, Ben",11,,9,4,13.0,0-0,0-0,0,0,0,0,1,0,0,2015
40,"40 Peluso, Chris",9,,6,4,10.0,0-0,0-0,0,0,0,0,0,0,0,2015
65,"65 Ryan, Conall",9,,3,4,7.0,0.5-0,0-0,0,0,0,0,0,0,0,2015
83,"83 Bongiorni, Dylan",11,,4,2,6.0,0-0,0-0,0,0,0,0,0,1,0,2015
42,"42 Struna, Kazimer",9,,4,2,6.0,0-0,0-0,0,0,0,0,0,0,0,2015
30,"30 Bowden, Jonah",7,,2,3,5.0,0-0,0-0,0,0,0,0,0,0,0,2015
5,"5 Sanders, Richie",11,,4,1,5.0,0-0,0-0,0,0,0,0,0,0,0,2015
32,"32 Williams, Trae",9,,2,3,5.0,0-0,0-0,0,0,0,0,0,0,0,2015
26,"26 Marsh, Akeel",1,,4,0,4.0,0-0,0-0,0,0,0,0,0,0,0,2015
20,"20 Oduho, Martin",6,,3,1,4.0,0-0,0-0,0,0,0,0,0,0,0,2015
39,"39 Slonac, Nick",5,,1,3,4.0,0-0,0-0,0,0,0,0,0,0,0,2015
71,"71 Benjamin, Darrell",3,,1,2,3.0,0-0,0-0,0,0,0,0,0,0,0,2015
24,"24 Brown-Dukes, Brandon",11,,2,1,3.0,0-0,0-0,0,0,0,0,0,0,0,2015
48,"48 Latimer, T.J.",11,,2,1,3.0,0-0,0-0,0,0,0,0,0,0,0,2015
14,"14 Smith, Zach",10,,3,0,3.0,0-0,0-0,0,0,0,0,0,0,0,2015
90,"90 Bardusch, Andrew",4,,1,1,2.0,1.0-5,0-0,0,0,0,0,0,0,0,2015
55,"55 Frye, Fernando",10,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2015
93,"93 Kondis, Dylan",11,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2015
16,"16 Emerick, Zach",8,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
,"Miller, Devin",1,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
85,"85 Mostoller, Bryce",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
62,"62 Paugh, Josh",4,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
27,"27 Robinson, Drew",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
8,"8 Smith, Alex",1,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
1,"1 Williams, FJ",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
17,"17 Williams, Jaquan",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2015
21,"21 Marsh, Akeel",11,,50,33,83.0,0.5-1,0-0,0,1,0,0,0,1,0,2016
22,"22 Ellis, Tarique",11,,37,22,59.0,5.0-14,0-0,1,4,0,0,0,0,0,2016
29,"29 Stevens, Dorian",11,,28,25,53.0,1.0-7,0-0,2,7,0,0,2,0,0,2016
6,"6 Young, Ben",11,,37,16,53.0,2.0-3,0-0,0,9,0,0,0,0,0,2016
92,"92 Abercrombie, Benji",11,,31,21,52.0,12.0-43,2.5-28,0,0,0,1,1,0,0,2016
25,"25 Owens, Rocky",10,,25,20,45.0,2.5-12,2.0-11,0,0,0,0,0,0,0,2016
1,"1 Redwood, Dante",9,,35,10,45.0,0-0,0-0,1,7,0,0,0,1,0,2016
39,"39 Slonac, Nick",11,,18,22,40.0,4.5-13,1.5-2,0,0,1,0,1,1,0,2016
45,"45 Drew, Austin",11,,17,14,31.0,4.0-18,2.0-16,0,0,0,0,0,0,0,2016
31,"31 Higgins, Thomas",10,,15,14,29.0,1.5-1,0-0,0,1,1,0,0,0,0,2016
60,"60 Carroll, Ryan",11,,11,16,27.0,2.5-5,0-0,0,2,1,0,0,0,0,2016
37,"37 Kessler, Corbin",11,,15,12,27.0,0.5-1,0-0,0,3,1,0,0,0,0,2016
91,"91 Blackston, Theo",10,,13,13,26.0,6.0-24,3.0-18,0,1,1,0,0,0,0,2016
42,"42 Struna, Kazimer",10,,14,12,26.0,1.5-6,1.0-6,1,1,0,0,0,0,0,2016
52,"52 Plonski, Jakob",5,,15,9,24.0,6.5-34,3.5-23,0,0,0,1,0,0,0,2016
75,"75 Brooks, Austin",10,,9,8,17.0,1.0-5,0.5-5,0,1,0,0,0,0,0,2016
33,"33 Peluso, Chris",9,,8,8,16.0,4.5-23,2.5-19,0,0,1,0,0,0,0,2016
2,"2 Smith, E'Andre",11,,11,4,15.0,0-0,0-0,0,0,0,0,2,1,0,2016
3,"3 Briggs, Kyle",11,,11,1,12.0,0-0,0-0,1,2,0,0,0,0,0,2016
24,"24 McDowell, Emmanuel",10,,9,2,11.0,0-0,0-0,0,1,0,1,0,0,0,2016
20,"20 Tarasovitch, Jake",11,,6,3,9.0,1.0-3,0-0,0,0,0,0,0,0,0,2016
64,"64 Dell, Collin",9,,1,7,8.0,0.5-1,0.5-1,0,0,1,0,0,0,0,2016
38,"38 Lawless, Quinn",6,,3,5,8.0,0-0,0-0,0,0,0,0,0,0,0,2016
32,"32 Williams, Trae",10,,2,5,7.0,0-0,0-0,0,0,0,0,0,0,0,2016
30,"30 Smith, Chris",8,,3,2,5.0,0-0,0-0,0,2,0,0,0,0,0,2016
98,"98 Walsh, Quinn",6,,0,5,5.0,0.5-3,0-0,0,0,0,0,0,0,0,2016
36,"36 Bauer, Pierce",11,,2,2,4.0,0-0,0-0,0,0,0,0,0,0,0,2016
28,"28 Hawkins, Justin",8,,3,1,4.0,0-0,0-0,0,0,0,0,1,0,0,2016
49,"49 Jones, Avery",11,,2,2,4.0,0-0,0-0,0,0,1,0,0,2,0,2016
48,"48 Zacharyasz, Alex",5,,0,4,4.0,0-0,0-0,0,0,0,0,0,0,0,2016
80,"80 Novak, Brad",11,,3,0,3.0,0-0,0-0,0,0,0,0,0,0,0,2016
65,"65 Ryan, Conall",5,,2,1,3.0,1.0-1,0-0,0,0,0,0,0,0,0,2016
9,"9 Smith, Alex",10,,1,2,3.0,0-0,0-0,0,0,0,0,0,0,0,2016
71,"71 Benjamin, Darrell",1,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2016
40,"40 Hanford, Jeremy",4,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2016
95,"95 Zernechel, Spencer",4,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2016
86,"86 Carbone, Joe",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
72,"72 Carter, Craig",11,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
13,"13 Clay, Danavian",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
99,"99 Cole, Brendan",3,,0,1,1.0,0.5-2,0-0,0,0,0,0,0,0,0,2016
93,"93 Kondis, Dylan",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
8,"8 Matthews, Brian",9,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
85,"85 Mostoller, Bryce",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
66,"66 Pantaleon, Fred",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2016
TM,"Team
                                    TM Team",7,,1,0,1.0,0-0,0-0,0,0,0,1,0,1,1,2016
26,"26 Cummings, Ryan",1,,0,0,0,0-0,0-0,0,0,0,1,0,0,0,2016
20,"20 Tarasovitch, Jake",11,,46,42,88.0,3.0-5,0-0,0,1,0,0,0,0,0,2017
40,"40 Scro, Joseph",11,,40,30,70.0,4.0-12,2.0-10,2,0,1,0,1,0,0,2017
5,"5 Ellis, Tarique",11,,38,29,67.0,1.0-2,0-0,1,5,0,0,1,0,0,2017
24,"24 Kessler, Corbin",11,,39,25,64.0,4.0-14,1.0-8,2,4,1,2,1,0,0,2017
11,"11 Zacharyasz, Alex",7,,28,33,61.0,4.0-10,1.5-5,0,1,0,0,0,0,0,2017
6,"6 Young, Ben",11,,39,19,58.0,2.0-6,0-0,0,6,0,0,0,0,0,2017
42,"42 Struna, Kaz",11,,26,29,55.0,3.5-21,2.0-17,0,0,1,0,0,0,0,2017
1,"1 Redwood, Dante",11,,39,12,51.0,2.0-4,0-0,2,14,0,0,0,0,0,2017
33,"33 Peluso, Chris",11,,25,20,45.0,3.0-14,2.0-10,0,1,0,0,1,0,0,2017
93,"93 Welton, Andrew",10,,22,14,36.0,10.5-30,5.0-20,0,1,0,0,2,0,0,2017
75,"75 Brooks, Austin",11,,18,15,33.0,4.0-10,1.0-2,0,1,0,1,0,0,0,2017
38,"38 Drew, Austin",11,,12,5,17.0,2.0-7,2.0-7,0,0,0,0,0,0,0,2017
19,"19 Caldwell, Henry",9,,10,4,14.0,1.0-1,0-0,0,0,0,0,0,0,0,2017
25,"25 Owens, Rocky",2,,7,6,13.0,1.0-3,0-0,0,0,0,0,0,0,0,2017
59,"59 Omorogbe, Uwaila",9,,5,7,12.0,1.5-6,0.5-1,0,1,1,1,0,0,0,2017
50,"50 Gregory, Jehrod",7,,4,6,10.0,1.0-8,1.0-8,0,1,0,0,0,0,0,2017
22,"22 McDowell, Emmanuel",11,,6,4,10.0,0-0,0-0,2,3,0,0,0,0,0,2017
98,"98 Walsh, Quinn",11,,5,5,10.0,0.5-1,0-0,0,0,0,0,0,0,0,2017
96,"96 Martin, Xavier",10,,3,5,8.0,0.5-0,0-0,0,0,0,0,0,0,0,2017
59,"59 Omorgobe, Uwaila",2,,1,4,5.0,0-0,0-0,0,0,0,0,0,0,0,2017
83,"83 Altavilla, Nick",11,,1,3,4.0,0-0,0-0,0,0,0,0,0,0,0,2017
95,"95 Hudson, Matthew",6,,2,2,4.0,0-0,0-0,0,0,0,0,0,0,0,2017
31,"31 Rodriguez, Dante",4,,1,3,4.0,0-0,0-0,0,0,0,0,0,0,0,2017
27,"27 Taylor, Grayson",9,,2,2,4.0,0.5-0,0-0,0,0,0,1,0,0,0,2017
99,"99 Cole, Brendan",11,,3,0,3.0,0-0,0-0,0,0,0,0,1,0,0,2017
13,"13 Merritt, Hunter",5,,3,0,3.0,0-0,0-0,0,0,0,0,0,0,0,2017
,"Carter, Craig",3,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2017
55,"55 Everette, Dremar",4,,0,2,2.0,0-0,0-0,0,0,0,0,0,0,0,2017
17,"17 Lawless, Quinn",6,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2017
12,"12 Mefferd, Gunner",1,,1,1,2.0,0-0,0-0,0,0,0,0,0,0,0,2017
28,"28 Thompson, Cameron",10,,0,2,2.0,0-0,0-0,0,0,0,0,0,0,0,2017
23,"23 Waldron, Clay",11,,2,0,2.0,0-0,0-0,0,0,0,0,0,0,0,2017
15,"15 Altavilla, Doug",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
4,"4 Clay, Danavian",7,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
58,"58 Harrison, Payne",11,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
92,"92 Klotz, Stephen",10,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
43,"43 Leverich, Aubrey",5,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
29,"29 LoChiatto, Jon",9,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
80,"80 Novak, Brad",11,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
21,"21 Owens, Garrett",10,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
73,"73 Rogalla, Dustin",11,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
48,"48 Sever, Tom",3,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
14,"14 Smith, Zach",11,,0,1,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
78,"78 Stauss, Steven",9,,1,0,1.0,0-0,0-0,0,0,0,0,0,0,0,2017
20,"20 Tarasovitch, Jake",11,,37,43,80.0,2.5-12,1.0-8,0,2,0,1,1,0,0,2018
6,"6 Kessler, Corbin",11,,43,29,72.0,6.5-19,1.0-9,1,5,0,0,0,0,0,2018
5,"5 Owens, Rocky",11,,34,35,69.0,10.0-33,3.5-21,1,1,0,0,1,0,0,2018
33,"33 Peluso, Chris",11,,29,39,68.0,14.0-67,7.5-50,0,1,0,1,0,0,0,2018
1,"1 Redwood, Dante",11,,35,22,57.0,0.5-2,0-0,3,17,0,0,1,0,0,2018
2,"2 Rodriguez, Dante",9,,31,19,50.0,2.0-3,0-0,0,3,1,1,0,0,0,2018
8,"8 Caldwell, Henry",10,,31,14,45.0,0-0,0-0,1,9,0,0,0,0,0,2018
11,"11 Zacharyasz, Alex",10,,19,22,41.0,2.5-6,0-0,0,0,1,0,0,0,0,2018
24,"24 Scro, Joseph",11,,18,11,29.0,0-0,0-0,1,0,0,0,0,0,0,2018
50,"50 Gregory, Jehrod",11,,7,19,26.0,4.0-10,0.5-1,0,1,0,0,1,0,0,2018
42,"42 Struna, Kaz",11,,7,18,25.0,1.5-9,1.0-8,0,1,0,0,0,0,0,2018
96,"96 Martin, Xavier",11,,11,13,24.0,5.5-27,2.0-10,0,1,0,0,1,0,0,2018
59,"59 Omorogbe, Uwaila",11,,10,13,23.0,4.5-16,1.5-12,0,2,0,0,1,0,0,2018
26,"26 Weimer, Alex",7,,15,7,22.0,1.0-1,0-0,1,2,0,0,0,0,0,2018
